character_id,character_name,game_title,release_year,developer,publisher,game_scale,genre,narrative_role,playable_status,gender,sexuality,identity_category,identity_confirmation,queer_status,intersectionality_present,intersectionality_details,evidence_source,notes,character_image,image_credit,image_source_url,source_language,discovery_source,research_status,evidence_confidence,platform_version,last_reviewed,content_availability
273,Sander Cohen,BioShock,2007,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/11/24/sander-cohen-in-bioshock,LGBTQ Video Game Archive classification: gay:implicit. Source page: Sander Cohen in BioShock.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
274,Simone Cole,Clive Barker’s Jericho,2007,,,,,unknown,playable,woman,lesbian,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/07/27/simone-cole-in-clive-barkers-jericho,LGBTQ Video Game Archive classification: lesbian:implicit. Source page: Simone Cole in Clive Barker’s Jericho.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
275,Ebele,Heileen 2: The Hands of Fate,2009,,,,,unknown,unknown,woman,bisexual,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2017/02/12/ebele-in-heileen-2-the-hands-of-fate,LGBTQ Video Game Archive classification: bisexual:explicit. Source page: Ebele in Heileen 2: The Hands of Fate.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
276,Heileen,Heileen: Sail Away,2008,,,,,unknown,playable,woman,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2017/02/12/heileen-in-heileen-sail-away,LGBTQ Video Game Archive classification: bisexual:implicit. Source page: Heileen in Heileen: Sail Away.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
277,Juliet,Heileen 3,2012,,,,,unknown,unknown,woman,bisexual,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2017/02/12/juliet-in-heileen-3-new-horizonssea-maidens,LGBTQ Video Game Archive classification: bisexual:explicit. Source page: Juliet in Heileen 3: New Horizons/Sea Maidens.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
278,Lora,Heileen: Sail Away,2008,,,,,unknown,unknown,woman,bisexual,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2017/02/12/lora-in-heileen-sail-away,LGBTQ Video Game Archive classification: bisexual:explicit. Source page: Lora in Heileen: Sail Away.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
279,Marie,Heileen: Sail Away,2008,,,,,unknown,unknown,woman,bisexual,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2017/02/12/marie-in-heileen-sail-away,LGBTQ Video Game Archive classification: bisexual:explicit. Source page: Marie in Heileen: Sail Away.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
280,Roley the Hairdresser,Magician’s Quest: Mysterious Times,2008,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2017/02/12/roley-the-hairdresser-in-magicians-quest-mysterious-times,LGBTQ Video Game Archive classification: gay:explicit. Source page: Roley the Hairdresser in Magician’s Quest: Mysterious Times.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
281,Athena,Borderlands,2009,,,,,unknown,playable,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2018/06/19/athena-and-janey-in-borderlands-the-pre-sequel,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Athena and Janey in Borderlands: The Pre-Sequel!.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
282,Janey,Borderlands,2009,,,,,unknown,playable,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2018/06/19/athena-and-janey-in-borderlands-the-pre-sequel,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Athena and Janey in Borderlands: The Pre-Sequel!.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
283,Axton,Borderlands 2,2012,,,,,unknown,playable,man,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2018/06/15/axton-in-borderlands-2,LGBTQ Video Game Archive classification: bisexual:implicit. Source page: Axton in Borderlands 2.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
284,Brick,Borderlands,2009,,,,,unknown,playable,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2018/06/07/brick-in-borderlands,LGBTQ Video Game Archive classification: gay:implicit. Source page: Brick in Borderlands.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
285,Cremisius (Krem) Aclassi,Dragon Age: Inquisition,2014,,,,,unknown,unknown,other,not_recorded,gender_identity,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/10/cremisius-krem-aclassi-in-dragon-age-inquisition,LGBTQ Video Game Archive classification: transgender:explicit. Source page: Cremisius (Krem) Aclassi in Dragon Age: Inquisition.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
286,Empress Celene,Dragon Age: Inquisition,2014,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/11/21/empress-celene-and-briala-from-dragon-age-inquisition,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Empress Celene and Briala from Dragon Age: Inquisition.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
287,Briala,Dragon Age: Inquisition,2014,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/11/21/empress-celene-and-briala-from-dragon-age-inquisition,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Empress Celene and Briala from Dragon Age: Inquisition.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
288,Herren,Dragon Age: Origins,2009,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/10/herren-and-wade-in-dragon-age-origins,LGBTQ Video Game Archive classification: gay:implicit. Source page: Herren and Wade in Dragon Age: Origins.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
289,Wade,Dragon Age: Origins,2009,,,,,unknown,unknown,man,gay,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/10/herren-and-wade-in-dragon-age-origins,LGBTQ Video Game Archive classification: gay:implicit. Source page: Herren and Wade in Dragon Age: Origins.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
290,Hespith,Dragon Age: Origins,2009,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/10/hespith-and-branka-in-dragon-age-origins,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Hespith and Branka in Dragon Age: Origins.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
291,Branka,Dragon Age: Origins,2009,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2015/09/10/hespith-and-branka-in-dragon-age-origins,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Hespith and Branka in Dragon Age: Origins.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
292,Mad Moxxi,Borderlands,2009,,,,,unknown,unknown,woman,bisexual,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2018/06/07/mad-moxxi-in-borderlands,LGBTQ Video Game Archive classification: bisexual:explicit. Source page: Mad Moxxi in Borderlands.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
293,Maevaris Tilani,Heroes of Dragon Age,2013,,,,,unknown,unknown,other,not_recorded,gender_identity,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2015/09/10/maevaris-tilani-in-dragon-age,LGBTQ Video Game Archive classification: transgender:implicit. Source page: Maevaris Tilani in Dragon Age.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
294,Maya,Borderlands 2,2012,,,,,unknown,playable,woman,asexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2018/06/15/maya-in-borderlands-2,LGBTQ Video Game Archive classification: asexual:implicit. Source page: Maya in Borderlands 2.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
295,Motor Momma,Borderlands 2,2012,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2018/06/15/motor-momma-in-borderlands-2,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Motor Momma in Borderlands 2.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
296,Mr. Shank,Borderlands,2009,,,,,unknown,unknown,man,gay; bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2018/06/07/mr-shank-and-chaz-in-borderlands,"LGBTQ Video Game Archive classification: gay:implicit, bisexual:implicit. Source page: Mr. Shank and Chaz in Borderlands.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
297,Chaz,Borderlands,2009,,,,,unknown,unknown,man,gay; bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2018/06/07/mr-shank-and-chaz-in-borderlands,"LGBTQ Video Game Archive classification: gay:implicit, bisexual:implicit. Source page: Mr. Shank and Chaz in Borderlands.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
298,Mr. Torgue,Borderlands 2,2012,,,,,unknown,unknown,man,bisexual,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2018/06/15/mr-torgue-in-borderlands-2,LGBTQ Video Game Archive classification: bisexual:explicit. Source page: Mr. Torgue in Borderlands 2.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
299,Patricia Tannis,Borderlands,2009,,,,,unknown,unknown,woman,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2018/06/07/patricia-tannis-in-borderlands,LGBTQ Video Game Archive classification: bisexual:implicit. Source page: Patricia Tannis in Borderlands.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
300,Professor Nakayama,Borderlands,2009,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2018/06/19/professor-nakayama-in-borderlands-the-pre-sequel,LGBTQ Video Game Archive classification: gay:explicit. Source page: Professor Nakayama in Borderlands: The Pre-Sequel!.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
301,Reginald Van Winslow,Tales of Monkey Island,2009,,,,,unknown,unknown,non_binary,bisexual,sexual_orientation; gender_identity,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/05/25/reginald-van-winslow-and-anemone-in-tales-of-monkey-island,"LGBTQ Video Game Archive classification: bisexual:implicit, non-binary or genderqueer:implicit. Source page: Reginald Van Winslow and Anemone in Tales of Monkey Island.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
302,Anemone,Tales of Monkey Island,2009,,,,,unknown,unknown,non_binary,bisexual,sexual_orientation; gender_identity,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/05/25/reginald-van-winslow-and-anemone-in-tales-of-monkey-island,"LGBTQ Video Game Archive classification: bisexual:implicit, non-binary or genderqueer:implicit. Source page: Reginald Van Winslow and Anemone in Tales of Monkey Island.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
303,Rinne,Anaheim Girl’s Love Story,2009,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2016/07/18/rinne-and-sophie-in-anaheim-girls-love-story,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Rinne and Sophie in Anaheim Girl’s Love Story.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
304,Sophie,Anaheim Girl’s Love Story,2009,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2016/07/18/rinne-and-sophie-in-anaheim-girls-love-story,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Rinne and Sophie in Anaheim Girl’s Love Story.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
305,Rose Yin,Borderlands,2009,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2018/06/19/rose-yin-in-borderlands-the-pre-sequel,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Rose Yin in Borderlands: The Pre-Sequel!.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
306,Sir Hammerlock,Borderlands 2,2012,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2018/06/15/sir-hammerlock-in-borderlands-2,LGBTQ Video Game Archive classification: gay:explicit. Source page: Sir Hammerlock in Borderlands 2.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
307,Tiny Tina,Borderlands 2,2012,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2018/06/15/tiny-tina-in-borderlands-2,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Tiny Tina in Borderlands 2.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
308,Varus,League of Legends,2009,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2019/07/24/varus,LGBTQ Video Game Archive classification: gay:explicit. Source page: Varus in League of Legends.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
309,Zer0,Borderlands 2,2012,,,,,unknown,playable,non_binary,not_recorded,gender_identity,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2018/06/15/zer0-in-borderlands-2,LGBTQ Video Game Archive classification: non-binary or genderqueer:implicit. Source page: Zer0 in Borderlands 2.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
310,11B,NieR: Automata,2017,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2021/07/09/11b-and-16d-in-nier-automata,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: 11B and 16D in NieR Automata.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
311,16D,NieR: Automata,2017,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2021/07/09/11b-and-16d-in-nier-automata,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: 11B and 16D in NieR Automata.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
312,Bartender,Resonance of Fate,2010,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2016/06/24/bartender-in-resonance-of-fate,LGBTQ Video Game Archive classification: gay:explicit. Source page: Bartender in Resonance of Fate.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
313,Emil,Nier,2010,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2018/07/09/emil-in-nier,LGBTQ Video Game Archive classification: gay:explicit. Source page: Emil in NieR.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
314,Genocide Jack/Jill and Toko,Danganronpa: Trigger Happy Havoc,2010,,,,,unknown,unknown,woman,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/?p=10395,LGBTQ Video Game Archive classification: bisexual:implicit. Source page: Genocide Jack/Jill and Toko in Danganronpa: Trigger Happy Havoc.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
315,Kainé,Nier,2010,,,,,unknown,unknown,not_recorded,not_recorded,intersex_variation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2016/06/24/kaine-in-nier,LGBTQ Video Game Archive classification: intersex:explicit. Source page: Kainé in Nier.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
316,Kokichi Oma,Danganronpa V3: Killing Harmony,2017,,,,,unknown,unknown,man,gay,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2020/02/07/kokichi-oma-in-danganronpa-v3-killing-harmony,LGBTQ Video Game Archive classification: gay:explicit. Source page: Kokichi Oma in Danganronpa V3: Killing Harmony.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
317,Makoto Nanaya,BlazBlue: Continuum Shift II,2010,,,,,unknown,playable,woman,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2017/03/21/makoto-nanaya-in-blazblue,LGBTQ Video Game Archive classification: bisexual:implicit. Source page: Makoto Nanaya in Blazblue.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
318,Mikan Tsumiki,Danganronpa 2: Goodbye Despair,2012,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2020/01/31/mikan-tsumiki-in-danganronpa-2-goodbye-despair,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Mikan Tsumiki in Danganronpa 2: Goodbye Despair.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
319,Monokuma,Danganronpa: Trigger Happy Havoc,2010,,,,,unknown,unknown,non_binary,not_recorded,gender_identity,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/?p=10404,LGBTQ Video Game Archive classification: non-binary or genderqueer:implicit. Source page: Monokuma in Danganronpa: Trigger Happy Havoc.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
320,Operator 6O,NieR: Automata,2017,,,,,unknown,unknown,woman,lesbian,sexual_orientation,explicit_in_game,confirmed,,,https://lgbtqgamearchive.com/2018/07/09/operator-60-in-nier-automata,LGBTQ Video Game Archive classification: lesbian:explicit. Source page: Operator 6O in NieR Automata.,,,,en,LGBTQ Video Game Archive,reviewed,high,,2026-08-22,
321,Pater,Resonance of Fate,2010,,,,,unknown,unknown,man,bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/06/24/pater-in-resonance-of-fate,LGBTQ Video Game Archive classification: bisexual:implicit. Source page: Pater in Resonance of Fate.,,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
322,Quique Montemayor,Red Dead Redemption,2010,,,,,unknown,unknown,man,gay; bisexual,sexual_orientation,not_explicit_in_game,ambiguous,,,https://lgbtqgamearchive.com/2016/06/24/quique-montemayor-and-captain-vincente-de-santa-in-red-dead-redemption,"LGBTQ Video Game Archive classification: gay:implicit, bisexual:implicit. Source page: Quique Montemayor and Captain Vincente de Santa in Red Dead Redemption.",,,,en,LGBTQ Video Game Archive,reviewed,medium,,2026-08-22,
